,id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,ProdTaken,marital_status,car,children_number
1709,1709,54,1,1,900.0,1,1,3.0,4.0,1,3.0,2,0,1,2.0,434160,0,2,1,0
1710,1710,45,0,1,1680.0,1,1,3.0,4.0,1,3.0,4,0,2,3.0,393780,0,0,0,0
1711,1711,47,1,1,420.0,2,1,3.0,4.0,2,3.0,1,0,2,1.0,395295,0,2,0,0
1712,1712,44,0,1,420.0,0,1,3.0,4.0,0,3.0,7,0,2,4.0,328200,0,3,0,0
1713,1713,45,0,1,840.0,1,1,3.0,4.0,1,4.0,2,0,1,2.0,371025,0,1,1,0
1714,1714,39,1,1,660.0,2,0,3.0,4.0,0,3.0,5,0,2,4.0,315570,0,2,0,0
1715,1715,47,1,1,480.0,1,1,3.0,4.0,3,3.0,8,0,1,3.0,430000,0,2,0,0
1716,1716,28,0,1,840.0,2,0,3.0,5.0,0,3.0,3,0,2,4.0,323280,0,2,0,2
1717,1717,39,0,1,1200.0,1,1,3.0,4.0,0,3.0,3,0,2,4.0,305220,0,1,0,1
1718,1718,26,0,1,480.0,2,1,3.0,4.0,0,3.0,3,0,2,4.0,314025,0,2,0,1
1719,1719,37,0,1,600.0,0,0,3.0,4.0,0,3.0,1,0,1,4.0,269850,0,1,0,2
1720,1720,39,0,1,540.0,2,0,3.0,5.0,4,4.0,6,0,2,0.0,500000,0,3,0,0
1721,1721,39,0,1,540.0,1,1,3.0,4.0,0,3.0,2,0,2,4.0,326655,0,3,0,1
1722,1722,39,0,1,540.0,2,1,3.0,4.0,3,3.0,2,0,1,3.0,317895,0,1,0,1
1723,1723,52,0,2,1980.0,2,0,3.0,4.0,3,3.0,5,0,1,1.0,500000,0,2,0,2
1724,1724,40,0,2,960.0,1,1,3.0,4.0,3,3.0,3,0,4,3.0,300000,0,2,1,0
1725,1725,31,0,2,720.0,2,1,3.0,4.0,3,3.0,3,0,2,3.0,264975,0,2,1,0
1726,1726,59,1,1,480.0,1,1,3.0,4.0,2,3.0,3,1,2,1.0,520000,0,2,1,0
1727,1727,54,1,1,720.0,1,1,3.0,4.0,1,3.0,5,1,2,2.0,400000,0,2,0,2
1728,1728,35,0,2,480.0,1,0,3.0,6.0,3,3.0,5,0,1,3.0,362010,0,1,1,0
1729,1729,51,0,2,900.0,2,1,3.0,6.0,4,4.0,6,0,2,0.0,550000,0,1,0,0
1730,1730,50,0,1,1380.0,1,1,3.0,4.0,2,3.0,5,0,1,1.0,510330,0,2,1,0
1731,1731,40,0,1,840.0,0,0,3.0,4.0,1,3.0,2,0,2,2.0,510000,0,2,1,1
1732,1732,27,0,3,960.0,2,1,2.0,4.0,0,4.0,7,1,2,4.0,266295,1,3,0,0
1733,1733,35,0,2,600.0,1,1,3.0,2.0,3,3.0,3,1,2,3.0,313800,0,2,0,2
1734,1734,46,0,1,660.0,2,1,3.0,5.0,0,3.0,3,0,4,4.0,327870,0,2,0,0
1735,1735,36,0,1,360.0,2,0,3.0,4.0,4,3.0,2,0,4,0.0,326430,0,2,0,2
1736,1736,30,0,1,780.0,2,0,4.0,4.0,0,3.0,3,0,4,2.0,397860,0,1,1,3
1737,1737,38,0,1,720.0,1,0,3.0,4.0,3,3.0,5,0,3,3.0,310785,0,1,0,0
1738,1738,59,1,1,480.0,1,1,3.0,4.0,1,3.0,2,0,5,2.0,447435,0,2,0,0
1739,1739,21,1,3,900.0,2,1,1.0,3.0,0,3.0,1,0,2,3.0,260940,1,3,0,0
1740,1740,30,0,2,1380.0,2,0,1.0,1.0,0,3.0,2,0,1,4.0,261510,0,3,0,0
1741,1741,39,0,2,900.0,2,0,1.0,3.0,0,3.0,2,0,2,4.0,260310,0,3,0,0
1742,1742,37,1,2,840.0,1,1,2.0,2.0,1,3.0,2,0,1,2.0,374730,0,1,1,1
1743,1743,20,0,2,360.0,2,1,2.0,4.0,0,3.0,2,0,1,4.0,254730,0,2,0,0
1744,1744,40,0,1,360.0,0,1,3.0,6.0,0,3.0,3,0,2,4.0,309930,0,2,0,0
1745,1745,45,0,2,840.0,2,1,4.0,4.0,4,3.0,8,0,3,0.0,529875,0,1,0,3
1746,1746,56,0,1,840.0,1,1,3.0,4.0,2,3.0,3,0,1,1.0,567900,1,2,1,0
1747,1747,39,1,1,840.0,2,0,2.0,1.0,1,3.0,2,0,1,2.0,409425,0,0,1,1
1748,1748,39,1,1,480.0,2,0,1.0,1.0,0,3.0,2,0,2,4.0,258975,0,1,0,0
1749,1749,30,0,1,1020.0,1,0,2.0,1.0,3,3.0,3,0,1,3.0,300000,0,0,0,1
1750,1750,49,1,1,780.0,2,1,2.0,4.0,3,3.0,1,0,1,3.0,294930,0,3,0,1
1751,1751,39,1,1,1740.0,1,1,2.0,2.0,3,3.0,3,0,2,3.0,355671,0,3,0,1
1752,1752,34,1,1,1080.0,2,0,1.0,1.0,0,4.0,2,0,2,4.0,270000,0,3,1,0
1753,1753,29,1,2,960.0,2,0,1.0,3.0,0,4.0,1,0,2,4.0,255075,0,3,0,0
1754,1754,52,0,3,960.0,2,1,1.0,1.0,2,5.0,3,0,2,4.0,450000,0,1,0,0
1755,1755,53,0,1,720.0,2,0,1.0,3.0,1,4.0,2,0,2,2.0,317010,0,2,1,0
1756,1756,32,1,2,480.0,2,0,2.0,5.0,0,4.0,2,0,4,4.0,317805,1,3,0,0
1757,1757,42,0,2,360.0,1,1,2.0,5.0,0,5.0,7,0,4,4.0,313710,0,2,0,0
1758,1758,58,0,1,1860.0,1,0,2.0,5.0,2,4.0,4,0,4,1.0,413955,0,1,0,0
1759,1759,39,0,2,720.0,1,1,2.0,5.0,0,5.0,5,0,4,4.0,331995,1,2,1,0
1760,1760,25,1,2,1320.0,2,1,1.0,3.0,0,3.0,2,1,2,4.0,260000,1,2,0,0
1761,1761,40,0,2,480.0,1,1,1.0,2.0,3,5.0,5,1,1,2.0,322050,0,1,1,0
1762,1762,50,0,1,540.0,1,1,2.0,3.0,2,3.0,4,0,5,1.0,500000,0,1,1,0
1763,1763,49,0,1,660.0,2,1,3.0,4.0,2,3.0,6,0,2,1.0,524565,0,2,0,0
1764,1764,45,1,2,900.0,0,1,1.0,3.0,0,4.0,2,0,2,4.0,256950,1,3,1,0
1765,1765,58,0,2,900.0,2,1,2.0,3.0,3,3.0,3,0,5,3.0,340000,0,2,0,1
1766,1766,28,1,3,1020.0,2,0,2.0,5.0,0,4.0,4,0,3,4.0,250170,1,3,1,0
1767,1767,41,0,2,2160.0,1,0,3.0,5.0,3,3.0,7,0,2,3.0,363720,0,2,0,0
1768,1768,39,1,2,1080.0,2,0,3.0,5.0,3,3.0,3,0,1,3.0,344775,0,2,1,0
1769,1769,43,1,2,960.0,1,0,3.0,5.0,3,3.0,1,0,2,3.0,400000,0,2,1,0
1770,1770,20,0,2,840.0,0,1,3.0,5.0,3,3.0,3,0,2,3.0,319470,0,3,0,1
1771,1771,35,1,3,1080.0,1,1,3.0,5.0,3,3.0,3,0,1,3.0,336015,0,0,0,0
1772,1772,39,0,2,1320.0,2,0,3.0,5.0,0,3.0,2,0,2,4.0,337800,0,0,1,0
1773,1773,31,0,2,960.0,0,1,3.0,5.0,0,3.0,7,0,2,4.0,315615,0,3,0,0
1774,1774,43,0,2,540.0,2,1,3.0,4.0,4,3.0,3,0,3,0.0,541575,0,2,0,2
1775,1775,49,0,1,480.0,2,1,3.0,5.0,4,3.0,6,0,1,0.0,566205,0,2,0,1
1776,1776,37,1,1,1200.0,2,1,3.0,5.0,3,3.0,3,0,2,3.0,324735,0,1,0,0
1777,1777,50,0,1,720.0,2,1,3.0,5.0,1,3.0,3,0,2,2.0,450000,0,2,1,1
1778,1778,36,0,1,1020.0,1,1,4.0,4.0,3,3.0,3,0,2,3.0,383820,0,3,0,0
1779,1779,34,1,2,600.0,2,1,2.0,4.0,3,3.0,4,0,2,3.0,307815,0,3,0,1
1780,1780,32,0,1,840.0,1,1,3.0,5.0,1,3.0,2,0,1,2.0,457395,0,2,1,0
1781,1781,25,1,2,840.0,1,1,3.0,4.0,0,3.0,7,0,4,4.0,266625,1,3,0,0
1782,1782,44,0,2,540.0,1,1,3.0,4.0,3,3.0,2,0,4,2.0,365220,0,2,0,0
1783,1783,53,0,1,900.0,1,0,4.0,4.0,3,3.0,7,0,1,3.0,364200,0,2,0,1
1784,1784,33,1,2,1020.0,2,1,3.0,4.0,1,3.0,3,1,3,2.0,375270,0,2,0,0
1785,1785,39,0,1,480.0,1,1,3.0,4.0,4,3.0,6,0,4,0.0,554625,0,2,0,2
1786,1786,39,0,1,480.0,2,1,4.0,4.0,0,3.0,3,0,4,4.0,328470,0,3,1,0
1787,1787,23,1,2,540.0,2,1,3.0,6.0,3,3.0,2,0,2,3.0,324885,0,2,0,1
1788,1788,55,0,1,480.0,0,0,3.0,4.0,1,4.0,2,0,1,2.0,461805,0,2,0,0
1789,1789,27,1,2,600.0,0,1,3.0,4.0,1,4.0,7,0,2,2.0,393060,1,2,0,0
1790,1790,55,1,1,300.0,1,0,3.0,4.0,1,4.0,2,0,1,2.0,366960,0,0,1,0
1791,1791,52,0,2,720.0,2,1,3.0,4.0,3,3.0,6,0,4,3.0,400000,0,2,1,0
1792,1792,32,1,2,780.0,2,1,3.0,4.0,0,3.0,5,0,3,4.0,441060,0,2,1,0
1793,1793,42,0,2,1920.0,2,1,4.0,4.0,3,3.0,3,0,3,3.0,332820,0,0,0,3
1794,1794,45,0,2,1860.0,2,1,3.0,4.0,3,3.0,1,0,3,3.0,453165,0,1,1,0
1795,1795,35,0,3,900.0,2,1,3.0,4.0,3,3.0,2,0,3,3.0,315855,0,2,1,0
1796,1796,40,1,2,420.0,2,0,3.0,4.0,3,3.0,5,0,3,3.0,300000,0,3,0,0
1797,1797,51,0,2,360.0,1,1,2.0,3.0,1,4.0,2,0,1,2.0,387990,0,1,0,0
1798,1798,34,0,3,1080.0,1,1,2.0,3.0,1,4.0,5,0,1,2.0,400000,0,1,0,0
1799,1799,44,0,1,360.0,1,1,2.0,3.0,1,4.0,2,0,1,2.0,369075,0,2,1,0
1800,1800,48,1,2,360.0,1,1,2.0,4.0,1,4.0,2,0,2,2.0,379050,0,0,0,0
1801,1801,39,1,1,540.0,1,0,2.0,3.0,1,4.0,2,0,1,2.0,364305,0,0,0,0
1802,1802,51,0,2,780.0,1,0,2.0,3.0,1,4.0,1,0,2,2.0,383685,0,0,1,0
1803,1803,39,1,1,1020.0,1,0,2.0,3.0,1,4.0,5,0,2,2.0,367800,0,1,0,0
1804,1804,55,1,2,420.0,1,1,2.0,3.0,2,4.0,2,0,2,1.0,480000,1,1,1,0
1805,1805,36,1,2,540.0,2,1,2.0,4.0,1,4.0,2,0,1,2.0,424365,0,0,0,0
1806,1806,37,1,2,900.0,2,1,2.0,3.0,3,4.0,7,0,2,3.0,310995,0,1,0,0
1807,1807,28,1,3,780.0,1,1,2.0,3.0,3,5.0,3,0,2,3.0,394320,0,1,0,0
1808,1808,51,0,1,720.0,1,0,2.0,3.0,1,4.0,1,0,1,2.0,360225,0,0,1,0
1809,1809,40,1,2,600.0,1,1,2.0,4.0,0,4.0,2,0,2,4.0,263700,1,3,0,0
1810,1810,52,0,2,1740.0,2,0,2.0,4.0,1,5.0,5,0,2,2.0,377760,0,3,0,0
1811,1811,42,0,2,600.0,1,1,2.0,3.0,3,4.0,1,0,2,3.0,276255,0,1,0,0
1812,1812,46,0,3,540.0,1,0,2.0,3.0,3,5.0,2,0,2,3.0,438435,0,1,1,0
1813,1813,40,1,2,540.0,2,1,2.0,3.0,2,4.0,2,0,1,1.0,373005,0,1,0,0
1814,1814,44,0,1,600.0,2,0,2.0,3.0,0,4.0,1,0,2,4.0,264555,0,1,1,0
1815,1815,50,1,1,420.0,1,0,2.0,3.0,1,4.0,1,0,1,2.0,336270,0,0,0,0
1816,1816,22,0,3,480.0,1,0,2.0,3.0,0,5.0,1,0,2,4.0,256425,0,3,1,0
1817,1817,39,0,2,360.0,0,0,2.0,3.0,3,4.0,2,0,1,3.0,313920,0,1,0,0
1818,1818,39,0,1,1020.0,1,0,2.0,3.0,2,4.0,4,0,2,1.0,470400,0,2,0,0
1819,1819,39,1,2,1080.0,2,1,2.0,3.0,2,4.0,1,0,2,1.0,420000,0,1,0,0
1820,1820,20,1,3,540.0,1,0,2.0,3.0,1,4.0,2,0,2,2.0,376350,0,0,0,0
1821,1821,53,0,1,1680.0,2,1,3.0,5.0,3,3.0,7,0,2,1.0,483405,0,2,0,0
1822,1822,39,0,2,900.0,1,1,4.0,4.0,1,4.0,3,0,3,2.0,417735,0,3,1,0
1823,1823,23,0,2,720.0,1,0,3.0,4.0,0,3.0,5,0,3,4.0,309450,0,1,0,2
1824,1824,20,0,2,2100.0,1,1,3.0,4.0,3,3.0,3,0,4,3.0,345480,0,0,1,0
1825,1825,55,0,2,540.0,1,1,3.0,4.0,0,3.0,5,0,4,1.0,485325,0,1,1,0
1826,1826,23,0,2,600.0,2,1,3.0,5.0,0,4.0,3,0,2,4.0,310425,1,3,0,0
1827,1827,49,0,2,900.0,1,0,3.0,5.0,3,3.0,5,0,2,3.0,426540,0,1,1,1
1828,1828,34,0,2,420.0,1,1,3.0,5.0,1,3.0,2,0,1,2.0,335730,0,2,1,1
1829,1829,39,1,2,1860.0,2,0,3.0,5.0,3,3.0,7,0,2,3.0,359385,0,1,0,1
1830,1830,26,1,3,660.0,2,0,2.0,3.0,0,4.0,2,1,2,4.0,257745,1,3,1,0
1831,1831,30,1,3,1080.0,1,0,2.0,3.0,3,4.0,1,1,2,3.0,344640,0,2,0,0
1832,1832,50,1,1,960.0,1,0,2.0,3.0,1,4.0,5,1,1,2.0,376815,0,0,0,0
1833,1833,39,0,1,480.0,1,0,2.0,3.0,1,4.0,5,1,2,2.0,379545,0,0,1,0
1834,1834,39,0,2,1680.0,2,1,4.0,4.0,3,3.0,7,0,2,3.0,350565,0,2,1,3
1835,1835,43,0,2,1980.0,1,1,3.0,5.0,3,3.0,3,1,2,3.0,326775,0,2,0,1
1836,1836,49,0,1,900.0,1,0,3.0,5.0,3,3.0,2,0,2,3.0,378000,0,1,1,0
1837,1837,40,0,1,1860.0,1,0,3.0,5.0,3,3.0,3,0,1,3.0,344805,0,0,0,0
1838,1838,30,1,1,1080.0,1,0,3.0,5.0,3,3.0,3,0,2,3.0,316740,0,2,0,0
1839,1839,42,1,1,1260.0,1,1,3.0,5.0,1,3.0,2,0,2,2.0,347685,0,1,1,0
1840,1840,39,0,1,420.0,1,0,3.0,5.0,0,3.0,3,0,1,4.0,317370,0,0,1,2
1841,1841,39,0,1,600.0,1,1,3.0,5.0,0,4.0,3,0,1,4.0,300000,0,2,0,0
1842,1842,50,0,1,840.0,1,1,3.0,5.0,1,3.0,2,0,1,2.0,431370,0,3,0,0
1843,1843,37,0,1,1980.0,2,0,3.0,5.0,3,3.0,7,0,2,3.0,350000,0,0,0,1
1844,1844,21,1,2,660.0,2,0,3.0,5.0,0,3.0,3,0,3,4.0,310545,0,2,0,2
1845,1845,45,0,2,1980.0,2,0,3.0,5.0,3,3.0,3,0,3,3.0,347445,0,1,0,0
1846,1846,31,0,1,1380.0,1,1,3.0,5.0,0,3.0,3,0,2,4.0,536850,0,3,0,2
1847,1847,20,0,1,600.0,2,1,3.0,4.0,0,3.0,3,0,4,4.0,324960,1,1,0,2
1848,1848,32,0,1,660.0,2,1,3.0,4.0,0,3.0,6,0,4,4.0,318795,0,2,1,0
1849,1849,31,1,2,900.0,2,0,2.0,2.0,3,3.0,3,0,3,3.0,381195,0,2,1,1
1850,1850,39,1,3,1440.0,2,1,4.0,5.0,0,3.0,7,0,1,4.0,324885,1,3,0,0
1851,1851,37,0,2,1020.0,2,0,4.0,4.0,3,3.0,3,0,1,3.0,325485,0,1,0,0
1852,1852,36,0,1,420.0,0,1,3.0,5.0,0,3.0,2,0,2,4.0,407940,1,3,0,0
1853,1853,29,0,1,480.0,1,0,3.0,5.0,0,3.0,3,0,2,4.0,297435,0,3,0,0
1854,1854,53,0,1,480.0,1,1,4.0,5.0,3,3.0,5,0,4,3.0,382575,0,1,1,0
1855,1855,36,0,1,720.0,1,1,3.0,4.0,0,3.0,5,0,3,4.0,272685,0,2,0,2
1856,1856,25,0,2,540.0,1,0,3.0,1.0,0,3.0,3,0,4,4.0,309435,0,2,1,0
1857,1857,57,0,1,900.0,2,1,3.0,5.0,2,3.0,3,0,1,1.0,417180,0,2,0,2
1858,1858,39,0,1,900.0,2,1,4.0,4.0,0,3.0,7,0,2,4.0,310455,0,2,0,2
1859,1859,38,0,2,1020.0,2,1,4.0,4.0,3,3.0,2,0,1,3.0,465885,0,1,0,0
1860,1860,45,1,2,780.0,2,0,2.0,3.0,3,3.0,1,0,1,3.0,354165,0,1,1,0
1861,1861,52,0,2,780.0,0,1,2.0,3.0,1,3.0,5,0,2,2.0,371505,0,2,0,1
1862,1862,53,0,2,540.0,1,0,2.0,3.0,1,3.0,7,0,1,3.0,375840,1,3,0,1
1863,1863,38,0,2,480.0,0,1,2.0,3.0,3,3.0,7,0,2,3.0,300000,0,3,1,0
1864,1864,22,0,2,720.0,2,0,2.0,3.0,0,3.0,3,0,2,4.0,255525,1,3,0,0
1865,1865,31,0,2,480.0,2,0,2.0,3.0,0,3.0,1,0,2,4.0,251415,0,2,0,0
1866,1866,20,0,2,1020.0,2,0,2.0,3.0,1,3.0,3,0,2,4.0,256995,0,2,1,0
1867,1867,39,0,2,900.0,2,1,2.0,3.0,3,3.0,2,0,2,3.0,355671,0,3,0,0
1868,1868,43,0,3,780.0,2,0,2.0,3.0,3,3.0,3,0,1,3.0,320000,0,1,1,0
1869,1869,39,1,1,480.0,2,0,4.0,4.0,0,3.0,3,0,1,4.0,322395,0,3,1,1
1870,1870,51,0,1,1200.0,1,1,2.0,3.0,1,3.0,2,0,4,2.0,370000,0,2,0,0
1871,1871,39,0,1,1500.0,1,0,2.0,3.0,3,3.0,3,0,4,3.0,320640,0,2,0,1
1872,1872,33,0,1,720.0,2,0,4.0,4.0,0,3.0,3,0,1,4.0,309510,0,1,0,2
1873,1873,39,0,1,480.0,2,0,4.0,4.0,0,3.0,3,0,2,4.0,331575,1,1,1,0
1874,1874,39,1,1,960.0,1,1,3.0,5.0,0,3.0,3,0,3,4.0,311805,0,1,1,2
1875,1875,43,1,1,1920.0,1,1,3.0,5.0,3,3.0,3,0,4,3.0,300000,0,2,0,2
1876,1876,24,0,2,420.0,1,1,2.0,3.0,0,3.0,3,1,2,4.0,257550,1,3,0,0
1877,1877,20,0,2,2040.0,1,1,4.0,4.0,0,3.0,3,0,2,4.0,400000,0,2,1,0
1878,1878,37,0,1,480.0,2,1,2.0,3.0,3,3.0,1,0,1,3.0,295005,0,3,0,1
1879,1879,39,1,1,960.0,1,1,2.0,3.0,0,3.0,5,0,1,4.0,400000,0,1,0,0
1880,1880,36,0,1,780.0,0,1,3.0,6.0,0,3.0,3,0,4,4.0,320000,0,0,1,2
1881,1881,37,0,3,1320.0,2,1,3.0,6.0,0,3.0,6,0,4,4.0,439905,1,2,0,0
1882,1882,39,0,2,780.0,2,1,4.0,4.0,0,3.0,2,0,4,4.0,310650,0,2,1,3
1883,1883,39,0,2,1200.0,2,1,4.0,4.0,1,3.0,3,0,3,2.0,372705,0,2,0,0
1884,1884,39,0,2,780.0,1,1,3.0,6.0,0,3.0,3,0,1,4.0,312630,1,3,0,0
1885,1885,27,0,1,960.0,2,1,3.0,6.0,0,3.0,3,0,2,4.0,262035,1,3,0,0
1886,1886,50,0,1,420.0,1,1,2.0,3.0,1,3.0,3,1,2,2.0,365655,1,1,0,0
1887,1887,39,1,3,1080.0,0,0,1.0,1.0,3,3.0,2,0,3,3.0,355671,0,3,1,0
1888,1888,28,0,2,1500.0,2,1,2.0,3.0,3,3.0,2,0,4,3.0,323025,0,2,0,0
1889,1889,39,0,2,480.0,1,1,4.0,5.0,3,3.0,7,0,1,3.0,340800,0,2,0,0
1890,1890,37,1,2,900.0,1,0,1.0,3.0,0,3.0,2,0,4,2.0,273465,0,2,0,0
1891,1891,47,0,2,840.0,1,1,2.0,3.0,2,4.0,2,0,2,1.0,502800,0,1,0,0
1892,1892,41,0,2,540.0,2,1,2.0,3.0,3,3.0,2,0,2,3.0,332025,0,2,0,1
1893,1893,30,1,3,600.0,2,0,2.0,3.0,0,3.0,2,0,2,4.0,268770,0,2,1,1
1894,1894,39,1,2,900.0,2,1,2.0,3.0,0,3.0,2,0,1,4.0,251250,1,3,0,0
1895,1895,39,0,2,360.0,1,1,2.0,3.0,1,4.0,2,0,2,2.0,347955,1,2,1,0
1896,1896,58,1,2,1620.0,2,0,2.0,3.0,3,4.0,6,0,2,3.0,363315,0,0,1,1
1897,1897,29,0,2,900.0,1,1,2.0,3.0,3,3.0,2,0,2,4.0,382125,0,2,0,0
1898,1898,59,1,2,900.0,2,0,2.0,3.0,3,3.0,2,0,2,3.0,338970,0,1,0,1
1899,1899,26,1,3,840.0,0,1,2.0,3.0,1,3.0,2,0,2,2.0,377205,1,2,1,0
1900,1900,56,0,2,1440.0,2,1,2.0,3.0,2,4.0,1,0,2,1.0,504060,1,3,0,0
1901,1901,55,1,3,360.0,2,0,2.0,3.0,1,3.0,1,0,2,3.0,299535,0,2,0,1
1902,1902,40,1,2,360.0,1,1,2.0,3.0,1,3.0,5,0,2,2.0,336735,0,0,0,0
1903,1903,51,1,2,720.0,1,0,2.0,3.0,1,3.0,2,0,2,2.0,351480,0,1,0,1
1904,1904,32,0,2,480.0,1,1,2.0,3.0,0,3.0,2,0,2,4.0,271125,0,2,0,0
1905,1905,39,1,2,1020.0,2,1,2.0,4.0,1,3.0,3,0,2,2.0,380000,1,0,0,1
1906,1906,38,1,2,540.0,2,1,2.0,3.0,0,3.0,6,0,2,4.0,300000,0,2,1,0
1907,1907,39,1,3,840.0,1,0,2.0,3.0,1,3.0,2,0,1,2.0,429030,0,1,1,0
1908,1908,26,1,3,780.0,2,0,2.0,3.0,0,3.0,3,0,2,4.0,249600,1,1,1,0
1909,1909,42,0,2,1080.0,2,1,2.0,3.0,3,4.0,5,0,1,3.0,316605,0,1,1,0
1910,1910,33,0,2,1140.0,1,1,2.0,3.0,3,3.0,3,0,1,3.0,317715,0,2,0,0
1911,1911,39,1,2,960.0,2,1,2.0,3.0,0,4.0,2,0,2,4.0,266070,1,3,0,0
1912,1912,36,1,2,840.0,1,1,2.0,3.0,1,3.0,3,0,2,2.0,387615,0,2,0,0
1913,1913,38,1,2,900.0,1,0,2.0,4.0,0,3.0,2,0,1,4.0,259500,0,1,0,0
1914,1914,19,0,3,900.0,1,0,2.0,3.0,0,3.0,2,0,1,4.0,263040,0,1,0,0
1915,1915,34,0,2,900.0,1,0,2.0,3.0,1,3.0,5,0,2,2.0,400000,0,0,0,0
1916,1916,39,0,2,900.0,2,1,2.0,3.0,3,4.0,3,0,2,4.0,322260,0,3,0,0
1917,1917,39,0,2,540.0,1,1,2.0,3.0,1,4.0,2,0,1,2.0,411150,0,1,0,1
1918,1918,32,0,2,900.0,2,0,2.0,4.0,3,3.0,3,0,1,3.0,370695,0,1,0,1
1919,1919,52,0,3,840.0,2,0,2.0,3.0,2,3.0,3,0,2,1.0,477090,0,0,1,0
1920,1920,46,0,2,1920.0,1,1,2.0,3.0,1,3.0,5,0,2,2.0,367425,1,3,0,0
1921,1921,40,1,2,420.0,0,0,2.0,3.0,1,4.0,2,0,1,2.0,380985,0,2,1,0
1922,1922,50,1,2,1380.0,2,0,2.0,3.0,3,3.0,2,0,2,3.0,346410,0,1,0,0
1923,1923,56,0,2,720.0,1,1,2.0,3.0,4,4.0,1,0,2,0.0,522675,0,1,0,0
1924,1924,39,0,2,420.0,1,1,2.0,3.0,0,3.0,5,0,1,4.0,264300,0,2,0,1
1925,1925,39,0,2,780.0,2,1,2.0,3.0,0,3.0,2,0,2,4.0,355671,0,2,0,0
1926,1926,26,1,3,600.0,1,0,2.0,3.0,1,4.0,2,0,2,2.0,352635,0,1,0,0
1927,1927,39,1,3,360.0,0,0,2.0,3.0,1,3.0,2,0,2,2.0,300000,0,1,1,1
1928,1928,39,0,2,1560.0,1,1,2.0,4.0,3,3.0,2,0,1,3.0,355470,0,0,0,1
1929,1929,21,1,2,960.0,0,1,2.0,3.0,0,3.0,3,0,2,4.0,263130,0,3,0,0
1930,1930,34,1,2,1080.0,0,0,2.0,4.0,0,3.0,7,0,2,4.0,273915,1,3,0,0
1931,1931,36,0,3,1620.0,1,1,2.0,3.0,3,3.0,2,0,1,3.0,322320,0,1,0,1
1932,1932,26,1,2,420.0,2,0,2.0,3.0,0,3.0,3,0,1,4.0,249315,0,1,0,0
1933,1933,30,1,2,660.0,1,1,2.0,3.0,3,3.0,2,0,2,3.0,367995,0,0,0,0
1934,1934,38,1,3,660.0,1,1,2.0,3.0,1,3.0,5,0,1,2.0,315105,0,0,1,1
1935,1935,30,0,2,1080.0,1,1,2.0,3.0,3,3.0,1,0,2,3.0,316005,0,1,1,0
1936,1936,45,0,2,720.0,1,1,2.0,3.0,2,3.0,4,0,1,1.0,458625,0,1,1,0
1937,1937,34,1,2,420.0,2,1,2.0,3.0,2,3.0,2,0,2,1.0,479655,0,0,1,1
1938,1938,39,0,2,420.0,1,0,3.0,5.0,0,3.0,2,0,3,4.0,366465,0,1,1,0
1939,1939,52,0,1,660.0,2,1,3.0,6.0,0,3.0,3,0,2,4.0,331170,0,2,0,1
1940,1940,43,0,1,540.0,0,1,3.0,5.0,2,3.0,1,0,2,0.0,535845,0,1,0,2
1941,1941,39,1,1,660.0,2,1,4.0,4.0,0,3.0,3,0,2,4.0,325725,0,2,0,2
1942,1942,30,0,2,840.0,2,1,4.0,5.0,3,3.0,3,0,2,3.0,350850,0,2,0,0
1943,1943,40,0,1,480.0,0,0,2.0,3.0,0,3.0,1,0,4,4.0,355671,0,3,0,1
1944,1944,22,1,1,1440.0,2,1,1.0,3.0,0,3.0,2,0,4,4.0,253845,0,3,0,0
1945,1945,39,1,1,900.0,2,0,2.0,2.0,0,3.0,2,0,4,4.0,337980,0,1,0,1
1946,1946,39,0,1,960.0,2,1,2.0,3.0,0,3.0,3,0,3,4.0,250905,0,2,0,1
1947,1947,39,0,1,600.0,0,1,2.0,4.0,2,3.0,1,0,3,1.0,280560,0,2,1,0
1948,1948,49,0,1,600.0,1,0,2.0,3.0,3,3.0,4,0,4,3.0,322560,0,0,0,1
1949,1949,30,0,2,540.0,1,0,2.0,3.0,3,3.0,2,1,1,3.0,351285,0,0,1,0
1950,1950,29,1,3,900.0,1,0,2.0,3.0,1,3.0,2,1,2,2.0,382335,0,0,0,0
1951,1951,39,1,2,720.0,1,0,2.0,4.0,1,3.0,5,1,1,2.0,450000,0,1,1,0
1952,1952,39,0,2,420.0,2,0,2.0,3.0,1,3.0,2,1,2,2.0,365205,0,2,1,0
1953,1953,39,0,2,960.0,1,1,2.0,3.0,1,3.0,3,1,2,2.0,344745,0,2,0,0
1954,1954,30,0,2,480.0,2,1,2.0,3.0,3,3.0,1,1,2,3.0,252450,0,2,0,0
1955,1955,37,0,2,1800.0,2,1,3.0,2.0,3,3.0,1,0,4,3.0,332895,0,2,0,0
1956,1956,39,1,3,900.0,2,0,2.0,1.0,0,3.0,2,0,3,4.0,311325,0,2,1,0
1957,1957,39,1,2,480.0,2,1,2.0,2.0,3,3.0,5,0,4,3.0,465345,0,2,0,1
1958,1958,20,0,2,900.0,2,0,2.0,2.0,0,4.0,2,0,3,4.0,314790,0,1,1,0
